,CID,HBondDonorCount,HBondAcceptorCount,MolecularWeight,XLogP,ConnectivitySMILES,SMILES,HitFreq,Include
14294,71710537,2,4,372.4,1.6,CCOC(=O)N1CCN(CC1)C(=O)C(C)NC(=O)C2=CC3=CC=CC=C3N2,CCOC(=O)N1CCN(CC1)C(=O)C(C)NC(=O)C2=CC3=CC=CC=C3N2,2,0
14295,71724999,1,3,384.9,2.2,C1CN(CCN1CCN2C=C(C=CC2=O)Cl)C(=O)C3=CC4=CC=CC=C4N3,C1CN(CCN1CCN2C=C(C=CC2=O)Cl)C(=O)C3=CC4=CC=CC=C4N3,2,1
14296,71725033,1,3,351.4,0.9,C1CN(CCN1CCN2C=CC=NC2=O)C(=O)C3=CC4=CC=CC=C4N3,C1CN(CCN1CCN2C=CC=NC2=O)C(=O)C3=CC4=CC=CC=C4N3,1,1
14297,71725043,1,4,350.4,1.7,C1CN(CCN1CCN2C=CC(=O)C=C2)C(=O)C3=CC4=CC=CC=C4N3,C1CN(CCN1CCN2C=CC(=O)C=C2)C(=O)C3=CC4=CC=CC=C4N3,2,1
14298,71725044,1,3,364.4,1.7,CC1=CN(C(=O)C=C1)CCN2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,CC1=CN(C(=O)C=C1)CCN2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,4,1
14299,71725066,1,3,350.4,1.8,C1CN(CCN1CCN2C=CC=CC2=O)C(=O)C3=CC4=CC=CC=C4N3,C1CN(CCN1CCN2C=CC=CC2=O)C(=O)C3=CC4=CC=CC=C4N3,4,1
14300,71753350,1,2,401.5,3.9,CC(C)CC(C(=O)N1CCC2=C(C1)C3=CC=CC=C3N2)N4CC5=CC=CC=C5C4=O,CC(C)CC(C(=O)N1CCC2=C(C1)C3=CC=CC=C3N2)N4CC5=CC=CC=C5C4=O,1,1
14301,71753606,1,2,387.5,3.5,CC(C)C(C(=O)N1CCC2=C(C1)C3=CC=CC=C3N2)N4CC5=CC=CC=C5C4=O,CC(C)C(C(=O)N1CCC2=C(C1)C3=CC=CC=C3N2)N4CC5=CC=CC=C5C4=O,1,1
14302,71753625,1,2,401.5,4.9,C1CCN2CCCC(C2C1)CNC(=O)C3=CC4=CC=CC=C4N3CC5=CC=CC=C5,C1CCN2CCC[C@H]([C@H]2C1)CNC(=O)C3=CC4=CC=CC=C4N3CC5=CC=CC=C5,4,1
14303,71753915,1,2,325.4,3.3,CN1C2=CC=CC=C2C=C1C(=O)NCC3CCCN4C3CCCC4,CN1C2=CC=CC=C2C=C1C(=O)NC[C@@H]3CCCN4[C@@H]3CCCC4,4,1
14304,71825576,1,2,345.4,2.2,C1CN(CC2=C1C3=CC=CC=C3N2)C(=O)CN4CC5=CC=CC=C5C4=O,C1CN(CC2=C1C3=CC=CC=C3N2)C(=O)CN4CC5=CC=CC=C5C4=O,1,1
14305,71826684,4,4,473.5,2.0,C1CN(CCC1NC(=O)CCC2C(=O)NC3=CC=CC=C3C(=O)N2)C(=O)C4=CC5=CC=CC=C5N4,C1CN(CCC1NC(=O)CC[C@H]2C(=O)NC3=CC=CC=C3C(=O)N2)C(=O)C4=CC5=CC=CC=C5N4,2,1
14306,71826788,2,4,431.6,3.6,C1CN(CCC1NC(=O)CCCCC2CCSS2)C(=O)C3=CC4=CC=CC=C4N3,C1CN(CCC1NC(=O)CCCCC2CCSS2)C(=O)C3=CC4=CC=CC=C4N3,1,1
14307,71827138,2,1,315.4,3.5,C1CN(CC2=C1C3=CC=CC=C3N2)C(=O)C4=CC5=CC=CC=C5N4,C1CN(CC2=C1C3=CC=CC=C3N2)C(=O)C4=CC5=CC=CC=C5N4,4,1
14308,71827917,3,3,376.4,2.5,CC1=C(NC2=C1C=C(C=C2)C(=O)NCCN3C4=CC=CC=C4NC(=O)C3=O)C,CC1=C(NC2=C1C=C(C=C2)C(=O)NCCN3C4=CC=CC=C4NC(=O)C3=O)C,6,1
14309,71828603,3,3,348.4,2.1,C1=CC=C2C(=C1)C=C(N2)C(=O)NCCN3C4=CC=CC=C4NC(=O)C3=O,C1=CC=C2C(=C1)C=C(N2)C(=O)NCCN3C4=CC=CC=C4NC(=O)C3=O,7,1
14310,71878159,2,2,319.4,2.3,C1CN(C(C(=O)N1)C2=CC=CC=C2)C(=O)C3=CC4=C(C=C3)NC=C4,C1CN(C(C(=O)N1)C2=CC=CC=C2)C(=O)C3=CC4=C(C=C3)NC=C4,5,1
14311,71880070,2,3,315.4,2.7,COCCN1CCC(CC1)CNC(=O)C2=CC3=CC=CC=C3N2,COCCN1CCC(CC1)CNC(=O)C2=CC3=CC=CC=C3N2,2,1
14312,71882470,2,2,335.4,4.1,CCN1CCCC(C1)CNC(=O)C2=CC3=C(N2)C=CC4=CC=CC=C43,CCN1CCCC(C1)CNC(=O)C2=CC3=C(N2)C=CC4=CC=CC=C43,5,1
14313,71882621,2,2,347.4,3.1,C1CC(C(=O)NC1)NC(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4,C1CC(C(=O)NC1)NC(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4,4,1
14314,71886134,2,3,351.4,3.4,COC(=O)N1CCC(CC1)NC(=O)C2=CC3=C(N2)C=CC4=CC=CC=C43,COC(=O)N1CCC(CC1)NC(=O)C2=CC3=C(N2)C=CC4=CC=CC=C43,4,1
14315,71886871,2,2,333.4,3.8,CC(C1=CC=CC=C1)N2CCC(C2)NC(=O)C3=CC4=CC=CC=C4N3,CC(C1=CC=CC=C1)N2CCC(C2)NC(=O)C3=CC4=CC=CC=C4N3,4,1
14316,71888823,2,2,313.4,3.9,CC(C)(C)C1=CC2=C(C=C1)C=C(N2)C(=O)NC3CCCN(C3)C,CC(C)(C)C1=CC2=C(C=C1)C=C(N2)C(=O)NC3CCCN(C3)C,1,1
14317,71889082,2,2,323.4,2.5,CCN1C2=CC=CC=C2C=C1C(=O)NCC3=C(C=C(NC3=O)C)C,CCN1C2=CC=CC=C2C=C1C(=O)NCC3=C(C=C(NC3=O)C)C,1,1
14318,71890413,2,2,347.4,2.7,CC(C1=CC2=C(C=C1)NC(=O)CC2)NC(=O)C3=CC4=CC=CC=C4N3C,CC(C1=CC2=C(C=C1)NC(=O)CC2)NC(=O)C3=CC4=CC=CC=C4N3C,6,1
14319,71891109,1,2,347.5,3.8,CN1CCC(CC1)NC(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4,CN1CCC(CC1)NC(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4,4,1
14320,71891514,2,2,319.4,2.7,CC1C2=C(CCN1CC3=CC(=CC=C3)C(=O)N)C4=CC=CC=C4N2,CC1C2=C(CCN1CC3=CC(=CC=C3)C(=O)N)C4=CC=CC=C4N2,3,1
14321,71901259,2,2,347.4,2.8,CC1=C(NC2=C1C=C(C=C2)C(=O)N3CC4=CC=CC=C4CC3C(=O)N)C,CC1=C(NC2=C1C=C(C=C2)C(=O)N3CC4=CC=CC=C4CC3C(=O)N)C,6,1
14322,71907180,3,3,348.4,2.3,CCN1CC(=O)NC2=C1C=CC(=C2)C(=O)NCC3=CC4=CC=CC=C4N3,CCN1CC(=O)NC2=C1C=CC(=C2)C(=O)NCC3=CC4=CC=CC=C4N3,7,1
14323,71908433,1,1,370.23,4.3,CCCN(CCC)C(=O)C1=CC2=C(N1)C=CC(=C2)I,CCCN(CCC)C(=O)C1=CC2=C(N1)C=CC(=C2)I,1,1
14324,71914290,2,4,432.5,3.1,CC(=O)C1=CC=CC=C1NC(=O)CCCN2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,CC(=O)C1=CC=CC=C1NC(=O)CCCN2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,4,1
14325,71916340,2,2,327.5,3.9,CC1=CC2=C(C=C1)NC(=C2C)C(=O)NCC(C)(C)N3CCCCC3,CC1=CC2=C(C=C1)NC(=C2C)C(=O)NCC(C)(C)N3CCCCC3,5,1
14326,71926330,3,2,347.4,3.1,C1C(C1C2=CC=CC=C2)CNC(=O)CNC(=O)C3=CC4=CC=CC=C4N3,C1C(C1C2=CC=CC=C2)CNC(=O)CNC(=O)C3=CC4=CC=CC=C4N3,4,1
14327,71926373,3,2,311.4,3.0,C1CC1C(C2CC2)NC(=O)CNC(=O)C3=CC4=CC=CC=C4N3,C1CC1C(C2CC2)NC(=O)CNC(=O)C3=CC4=CC=CC=C4N3,1,1
14328,71936219,1,2,327.4,2.6,CC(C)N(C)C(=O)C1CCCN(C1)C(=O)C2=CC3=CC=CC=C3N2,CC(C)N(C)C(=O)C1CCCN(C1)C(=O)C2=CC3=CC=CC=C3N2,4,1
14329,71938540,1,2,377.5,4.0,CC(C)CCC(=O)N1CCN(CC1)C(=O)C2=CC3=C(N2)C=CC4=CC=CC=C43,CC(C)CCC(=O)N1CCN(CC1)C(=O)C2=CC3=C(N2)C=CC4=CC=CC=C43,5,1
14330,71943932,3,2,285.34,1.9,CC(C(=O)N)NC(=O)C1=CC2=C(C=C1)NC3=C2CCCC3,CC(C(=O)N)NC(=O)C1=CC2=C(C=C1)NC3=C2CCCC3,5,1
14331,71946717,2,2,375.5,4.0,CC(=CC(=O)NCCNC(=O)C1=CC2=CC=CC=C2N1CC3=CC=CC=C3)C,CC(=CC(=O)NCCNC(=O)C1=CC2=CC=CC=C2N1CC3=CC=CC=C3)C,4,1
14332,71946892,2,3,410.5,3.7,C1CCCC(CCC1)NC(=O)C(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,C1CCCC(CCC1)NC(=O)C(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,4,1
14333,71946897,2,4,411.5,0.4,C1CN(CCC1C(=O)N)C(=O)C(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,C1CN(CCC1C(=O)N)C(=O)C(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,2,1
14334,71946901,2,4,372.4,1.0,COCCCNC(=O)C(=O)N1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2,COCCCNC(=O)C(=O)N1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2,2,1
14335,71950667,3,2,347.4,3.8,C1=CC=C(C=C1)C=CC(=O)NCCCNC(=O)C2=CC3=CC=CC=C3N2,C1=CC=C(C=C1)C=CC(=O)NCCCNC(=O)C2=CC3=CC=CC=C3N2,4,0
14336,71964999,0,2,373.4,3.3,CN1C2=CC=CC=C2C=C1C(=O)N3CCN(CC3)C(=O)C=CC4=CC=CC=C4,CN1C2=CC=CC=C2C=C1C(=O)N3CCN(CC3)C(=O)C=CC4=CC=CC=C4,2,0
14337,71965685,4,4,288.3,2.1,CC(=NO)C(=O)NCCNC(=O)C1=CC2=CC=CC=C2N1,CC(=NO)C(=O)NCCNC(=O)C1=CC2=CC=CC=C2N1,1,0
14338,72038297,2,4,416.5,3.5,CCN(CC)CCNC(=O)C1=CC=C(C=C1)NC(=O)C=CC2=NC3=CC=CC=C3C=C2,CCN(CC)CCNC(=O)C1=CC=C(C=C1)NC(=O)C=CC2=NC3=CC=CC=C3C=C2,3,0
14339,72046216,2,2,347.5,3.5,C1CCN(CC1)C(=O)C(C2=CC=CC=C2)NCC3=CC4=CC=CC=C4N3,C1CCN(CC1)C(=O)C(C2=CC=CC=C2)NCC3=CC4=CC=CC=C4N3,2,1
14340,72048803,2,2,309.4,2.2,CC1=CC(=C(C(=O)N1)CNC(=O)C2=CC3=CC=CC=C3N2C)C,CC1=CC(=C(C(=O)N1)CNC(=O)C2=CC3=CC=CC=C3N2C)C,1,1
14341,72052073,2,3,342.5,3.0,CCN1CCN(CC1)CCCCNC(=O)C2=CC3=C(N2)C=C(C=C3)C,CCN1CCN(CC1)CCCCNC(=O)C2=CC3=C(N2)C=C(C=C3)C,4,1
14342,72053578,1,3,371.4,3.5,C1CC(N(C1)C(=O)C=CC2=NC3=CC=CC=C3C=C2)C(=O)NC4=CC=CC=C4,C1CC(N(C1)C(=O)C=CC2=NC3=CC=CC=C3C=C2)C(=O)NC4=CC=CC=C4,1,0
14343,72054534,3,2,309.4,2.7,CC1=CC2=C(C=C1)C=C(N2)C(=O)NCC3=C(C=C(NC3=O)C)C,CC1=CC2=C(C=C1)C=C(N2)C(=O)NCC3=C(C=C(NC3=O)C)C,1,1
14344,72054558,1,2,307.4,3.3,CCN1CCN(CC1)C(=O)C2=CC3=C(N2)C=CC4=CC=CC=C43,CCN1CCN(CC1)C(=O)C2=CC3=C(N2)C=CC4=CC=CC=C43,5,1
14345,72109568,1,2,345.4,3.5,C1C=CCN1CCNC(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4,C1C=CCN1CCNC(=O)C2=CC3=CC=CC=C3N2CC4=CC=CC=C4,1,1
14346,72110693,1,2,299.37,1.5,CN1C2=CC=CC=C2C=C1C(=O)N3CCCC(C3)CC(=O)N,CN1C2=CC=CC=C2C=C1C(=O)N3CCCC(C3)CC(=O)N,1,1
14347,72118053,1,1,416.3,4.5,C1CC(N(C1)C(=O)C2=CC3=CC=CC=C3N2)C4=CC=C(C=C4)I,C1CC(N(C1)C(=O)C2=CC3=CC=CC=C3N2)C4=CC=C(C=C4)I,1,1
14348,72118860,3,3,336.4,2.3,CC1=NC=C(C=C1)CCNC(=O)CNC(=O)C2=CC3=CC=CC=C3N2,CC1=NC=C(C=C1)CCNC(=O)CNC(=O)C2=CC3=CC=CC=C3N2,1,1
14349,72118927,3,3,346.4,2.9,CC1=CC=CC=C1C(C#N)NC(=O)CNC(=O)C2=CC3=CC=CC=C3N2,CC1=CC=CC=C1C(C#N)NC(=O)CNC(=O)C2=CC3=CC=CC=C3N2,2,1
14350,72119101,3,2,324.4,1.7,CC1=CC=C(N1C)CNC(=O)CNC(=O)C2=CC3=CC=CC=C3N2,CC1=CC=C(N1C)CNC(=O)CNC(=O)C2=CC3=CC=CC=C3N2,1,1
14351,72119146,3,2,331.4,2.9,C1=CC=C(C=C1)C#CCNC(=O)CNC(=O)C2=CC3=CC=CC=C3N2,C1=CC=C(C=C1)C#CCNC(=O)CNC(=O)C2=CC3=CC=CC=C3N2,4,1
14352,72126967,3,2,336.4,2.3,CN(C)C(=O)NC1=CC=CC(=C1)CNC(=O)C2=CC3=CC=CC=C3N2,CN(C)C(=O)NC1=CC=CC(=C1)CNC(=O)C2=CC3=CC=CC=C3N2,1,1
14353,72132727,1,3,347.4,2.8,CC(=O)NCCN(CC1=CC=CC=C1)C(=O)C2=NC3=CC=CC=C3C=C2,CC(=O)NCCN(CC1=CC=CC=C1)C(=O)C2=NC3=CC=CC=C3C=C2,4,1
14354,72136164,1,3,398.5,2.8,CCN(CC)CCCNC(=O)C1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2C,CCN(CC)CCCNC(=O)C1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2C,1,1
14355,72158016,2,2,321.4,3.7,CN(C)C(CC1=CC=CC=C1)CNC(=O)C2=CC3=CC=CC=C3N2,CN(C)C(CC1=CC=CC=C1)CNC(=O)C2=CC3=CC=CC=C3N2,6,1
14356,72169625,2,2,347.4,3.1,CN1C2=CC=CC=C2C=C1C(=O)NCCNC(=O)C=CC3=CC=CC=C3,CN1C2=CC=CC=C2C=C1C(=O)NCCNC(=O)C=CC3=CC=CC=C3,4,0
14357,72172772,1,2,359.4,3.2,C1CN(CCN1C(=O)C=CC2=CC=CC=C2)C(=O)C3=CC4=CC=CC=C4N3,C1CN(CCN1C(=O)C=CC2=CC=CC=C2)C(=O)C3=CC4=CC=CC=C4N3,6,0
14358,72187912,3,3,390.5,1.9,CNCCNC(=O)C1=CC2=C(C=C1)NC3=C2CCN(C3)C(=O)CC4=CC=CC=C4,CNCCNC(=O)C1=CC2=C(C=C1)NC3=C2CCN(C3)C(=O)CC4=CC=CC=C4,6,1
14359,72187913,3,3,404.5,2.2,CNCCCNC(=O)C1=CC2=C(C=C1)NC3=C2CCN(C3)C(=O)CC4=CC=CC=C4,CNCCCNC(=O)C1=CC2=C(C=C1)NC3=C2CCN(C3)C(=O)CC4=CC=CC=C4,5,1
14363,72196646,2,2,403.5,4.4,CC(C)CC(=O)N1C(C2=C(C3=CC=CC=C3N2)C4=CC=CC=C41)C(=O)NC(C)(C)C,CC(C)CC(=O)N1C(C2=C(C3=CC=CC=C3N2)C4=CC=CC=C41)C(=O)NC(C)(C)C,1,1
14364,72546722,1,1,254.33,3.5,CCCCC1=CC2=C(N1)C(=O)N(C3=CC=CC=C32)C,CCCCC1=CC2=C(N1)C(=O)N(C3=CC=CC=C32)C,4,1
14365,72546969,1,1,254.33,3.5,CC(C)(C)C1=CC2=C(N1)C(=O)N(C3=CC=CC=C32)C,CC(C)(C)C1=CC2=C(N1)C(=O)N(C3=CC=CC=C32)C,1,1
14366,72546970,1,1,274.3,3.4,CN1C2=CC=CC=C2C3=C(C1=O)NC(=C3)C4=CC=CC=C4,CN1C2=CC=CC=C2C3=C(C1=O)NC(=C3)C4=CC=CC=C4,4,1
14367,72546971,1,1,288.3,3.8,CC1=CC=C(C=C1)C2=CC3=C(N2)C(=O)N(C4=CC=CC=C43)C,CC1=CC=C(C=C1)C2=CC3=C(N2)C(=O)N(C4=CC=CC=C43)C,4,1
14368,72546974,1,1,288.3,3.8,CC1=CC=CC=C1C2=CC3=C(N2)C(=O)N(C4=CC=CC=C43)C,CC1=CC=CC=C1C2=CC3=C(N2)C(=O)N(C4=CC=CC=C43)C,4,1
14369,72840619,1,2,359.5,4.0,C1CC2CN(CC1CN2CC3=CC=CC=C3)C(=O)C4=CC5=CC=CC=C5N4,C1C[C@@H]2CN(C[C@H]1CN2CC3=CC=CC=C3)C(=O)C4=CC5=CC=CC=C5N4,2,1
14370,72843417,0,2,347.5,3.5,CC1=C2C(=CC=C1)C=C(N2C)C(=O)N3CCN(CC3C4=CC=CC=C4)C,CC1=C2C(=CC=C1)C=C(N2C)C(=O)N3CCN(CC3C4=CC=CC=C4)C,3,1
14371,72846352,2,2,373.4,3.3,C1CN(CCC12CC(C(=O)N2)C3=CC=CC=C3)C(=O)C4=CC5=CC=CC=C5N4,C1CN(CCC12CC(C(=O)N2)C3=CC=CC=C3)C(=O)C4=CC5=CC=CC=C5N4,1,1
14372,72854702,2,2,345.4,2.6,CC(C1=CC2=CC=CC=C2N1)N(C)C(=O)C3=CC(=O)NC4=CC=CC=C43,CC(C1=CC2=CC=CC=C2N1)N(C)C(=O)C3=CC(=O)NC4=CC=CC=C43,2,1
14373,72860748,0,2,361.4,3.4,CC1C(=O)N(CCN1C(=O)C2=CC3=CC=CC(=C3N2C)C)C4=CC=CC=C4,CC1C(=O)N(CCN1C(=O)C2=CC3=CC=CC(=C3N2C)C)C4=CC=CC=C4,3,1
14374,72867028,2,3,383.5,1.7,CN1CCN(CC1)C(=O)N2CCCC(C2)CNC(=O)C3=CC4=CC=CC=C4N3,CN1CCN(CC1)C(=O)N2CCCC(C2)CNC(=O)C3=CC4=CC=CC=C4N3,1,1
14375,72895408,1,2,375.5,4.1,CC(C1=CC2=CC=CC=C2N1)N(C)C(=O)C3=CC=C(C=C3)CN4CCCCC4,CC(C1=CC2=CC=CC=C2N1)N(C)C(=O)C3=CC=C(C=C3)CN4CCCCC4,4,1
14376,72899359,2,2,335.4,2.9,CC1=C2C(=CC=C1)C=C(N2C)C(=O)NC(CC3=CC=CC=C3)C(=O)N,CC1=C2C(=CC=C1)C=C(N2C)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N,5,1
14377,72923560,1,2,387.5,4.8,C1CC2CN(CC1CN2C(=O)C3=CC4=CC=CC=C4N3)CCCC5=CC=CC=C5,C1C[C@@H]2CN(C[C@H]1CN2C(=O)C3=CC4=CC=CC=C4N3)CCCC5=CC=CC=C5,2,1
14378,73254372,2,2,283.32,1.2,CC1(C2=C(CC3N1C(=O)CNC3=O)C4=CC=CC=C4N2)C,CC1(C2=C(CC3N1C(=O)CNC3=O)C4=CC=CC=C4N2)C,4,0
14387,73256486,3,3,472.6,4.3,CCC(C)NC(=O)C(C(C)C)NC(=O)C1CC2=C(C3N1C(=O)C4=CC=CC=C34)NC5=CC=CC=C25,CCC(C)NC(=O)C(C(C)C)NC(=O)C1CC2=C(C3N1C(=O)C4=CC=CC=C34)NC5=CC=CC=C25,4,0
14388,73257898,2,3,397.5,1.4,CC(C(=O)N1CCCC1)NC(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,CC(C(=O)N1CCCC1)NC(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,2,0
14389,73258572,3,3,385.5,1.5,CC(C)NC(=O)C(C)NC(=O)N1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2,CC(C)NC(=O)C(C)NC(=O)N1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2,4,0
14390,73259010,3,3,383.4,1.2,CC(C(=O)NC1CC1)NC(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,CC(C(=O)NC1CC1)NC(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,2,0
14391,73293876,1,1,304.4,4.0,CCC1C2=C(CCN1C(=O)C3=CC=CC=C3)C4=CC=CC=C4N2,CCC1C2=C(CCN1C(=O)C3=CC=CC=C3)C4=CC=CC=C4N2,4,1
14392,73295558,4,3,431.5,4.1,C1CCC(CC1)CN(CC(=O)NC2=CC=C(C=C2)C(=N)N)C(=O)C3=CC4=CC=CC=C4N3,C1CCC(CC1)CN(CC(=O)NC2=CC=C(C=C2)C(=N)N)C(=O)C3=CC4=CC=CC=C4N3,1,1
14393,73402295,3,3,419.5,2.2,CC(C(=O)NC1=CC=CC=C1)NC(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,CC(C(=O)NC1=CC=CC=C1)NC(=O)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,6,0
14394,73403005,4,4,463.5,1.6,C1CN(CCN1C(=O)C2=CC3=CC=CC=C3N2)C(=O)NC(CC4=CC=CC=C4)C(=O)NCCO,C1CN(CCN1C(=O)C2=CC3=CC=CC=C3N2)C(=O)NC(CC4=CC=CC=C4)C(=O)NCCO,1,0
14395,73515208,2,2,387.5,4.3,CC1CCCCN1C(=O)C(=CC2=CNC3=CC=CC=C32)NC(=O)C4=CC=CC=C4,CC1CCCCN1C(=O)C(=CC2=CNC3=CC=CC=C32)NC(=O)C4=CC=CC=C4,1,0
14396,73515210,2,3,402.5,3.2,CCN1CCN(CC1)C(=O)C(=CC2=CNC3=CC=CC=C32)NC(=O)C4=CC=CC=C4,CCN1CCN(CC1)C(=O)C(=CC2=CNC3=CC=CC=C32)NC(=O)C4=CC=CC=C4,1,0
14397,73515217,2,3,416.5,2.3,CC(=O)N1CCN(CC1)C(=O)C(=CC2=CNC3=CC=CC=C32)NC(=O)C4=CC=CC=C4,CC(=O)N1CCN(CC1)C(=O)C(=CC2=CNC3=CC=CC=C32)NC(=O)C4=CC=CC=C4,1,0
14398,73515241,2,2,387.5,4.3,CC1CCCN(C1)C(=O)C(=CC2=CNC3=CC=CC=C32)NC(=O)C4=CC=CC=C4,CC1CCCN(C1)C(=O)C(=CC2=CNC3=CC=CC=C32)NC(=O)C4=CC=CC=C4,1,0
14399,73515246,2,2,387.5,4.3,CC1CCN(CC1)C(=O)C(=CC2=CNC3=CC=CC=C32)NC(=O)C4=CC=CC=C4,CC1CCN(CC1)C(=O)C(=CC2=CNC3=CC=CC=C32)NC(=O)C4=CC=CC=C4,1,0
14400,73957991,3,4,376.4,1.6,CC(=O)NC1=CC=C(C=C1)C(=O)NC(CC2=NC3=CC=CC=C3C=C2)C(=O)N,CC(=O)NC1=CC=C(C=C1)C(=O)N[C@H](CC2=NC3=CC=CC=C3C=C2)C(=O)N,3,1
14401,73963530,2,3,283.32,2.5,CC(=C)CC(C(=O)N)NC(=O)C1=NC2=CC=CC=C2C=C1,CC(=C)C[C@H](C(=O)N)NC(=O)C1=NC2=CC=CC=C2C=C1,1,1
14402,73963532,2,3,283.32,2.2,C=CCCC(C(=O)N)NC(=O)C1=NC2=CC=CC=C2C=C1,C=CCC[C@H](C(=O)N)NC(=O)C1=NC2=CC=CC=C2C=C1,1,1
14403,73963533,2,3,285.34,2.6,CCCCC(C(=O)N)NC(=O)C1=NC2=CC=CC=C2C=C1,CCCC[C@H](C(=O)N)NC(=O)C1=NC2=CC=CC=C2C=C1,1,1
14404,73963534,2,3,285.34,2.5,CC(C)CC(C(=O)N)NC(=O)C1=NC2=CC=CC=C2C=C1,CC(C)C[C@H](C(=O)N)NC(=O)C1=NC2=CC=CC=C2C=C1,1,0
14405,73963535,2,3,285.34,2.5,CCC(C)C(C(=O)N)NC(=O)C1=NC2=CC=CC=C2C=C1,CC[C@H](C)[C@H](C(=O)N)NC(=O)C1=NC2=CC=CC=C2C=C1,1,1
14406,73963536,2,3,285.34,2.5,CCC(C)C(C(=O)N)NC(=O)C1=NC2=CC=CC=C2C=C1,CC[C@@H](C)[C@H](C(=O)N)NC(=O)C1=NC2=CC=CC=C2C=C1,1,0
14407,73963539,2,3,297.35,2.7,CC(=CCC(C(=O)N)NC(=O)C1=NC2=CC=CC=C2C=C1)C,CC(=CC[C@H](C(=O)N)NC(=O)C1=NC2=CC=CC=C2C=C1)C,1,1
14408,73963540,2,3,297.35,2.6,C=CCCCC(C(=O)N)NC(=O)C1=NC2=CC=CC=C2C=C1,C=CCCC[C@H](C(=O)N)NC(=O)C1=NC2=CC=CC=C2C=C1,1,1
14409,73963545,2,3,313.4,3.7,CCCCCCC(C(=O)N)NC(=O)C1=NC2=CC=CC=C2C=C1,CCCCCC[C@H](C(=O)N)NC(=O)C1=NC2=CC=CC=C2C=C1,1,1
14410,73963546,2,3,311.4,3.1,C1CCC(CC1)C(C(=O)N)NC(=O)C2=NC3=CC=CC=C3C=C2,C1CCC(CC1)[C@H](C(=O)N)NC(=O)C2=NC3=CC=CC=C3C=C2,1,1
14411,73963547,2,3,319.4,2.7,C1=CC=C(C=C1)CC(C(=O)N)NC(=O)C2=NC3=CC=CC=C3C=C2,C1=CC=C(C=C1)C[C@H](C(=O)N)NC(=O)C2=NC3=CC=CC=C3C=C2,2,0
14412,73963571,2,3,445.3,3.4,C1=CC=C2C(=C1)C=CC(=N2)C(=O)NC(CC3=CC=CC=C3I)C(=O)N,C1=CC=C2C(=C1)C=CC(=N2)C(=O)N[C@H](CC3=CC=CC=C3I)C(=O)N,1,1
14413,73963572,2,3,445.3,3.4,C1=CC=C2C(=C1)C=CC(=N2)C(=O)NC(CC3=CC(=CC=C3)I)C(=O)N,C1=CC=C2C(=C1)C=CC(=N2)C(=O)N[C@H](CC3=CC(=CC=C3)I)C(=O)N,1,1
14414,73963573,2,3,445.3,3.4,C1=CC=C2C(=C1)C=CC(=N2)C(=O)NC(CC3=CC=C(C=C3)I)C(=O)N,C1=CC=C2C(=C1)C=CC(=N2)C(=O)N[C@H](CC3=CC=C(C=C3)I)C(=O)N,1,1
14415,73963575,2,3,333.4,3.1,CC1=CC=CC=C1CC(C(=O)N)NC(=O)C2=NC3=CC=CC=C3C=C2,CC1=CC=CC=C1C[C@H](C(=O)N)NC(=O)C2=NC3=CC=CC=C3C=C2,1,1
14416,73963576,2,3,333.4,3.1,CC1=CC(=CC=C1)CC(C(=O)N)NC(=O)C2=NC3=CC=CC=C3C=C2,CC1=CC(=CC=C1)C[C@H](C(=O)N)NC(=O)C2=NC3=CC=CC=C3C=C2,3,1
14417,73963577,2,3,333.4,3.1,CC1=CC=C(C=C1)CC(C(=O)N)NC(=O)C2=NC3=CC=CC=C3C=C2,CC1=CC=C(C=C1)C[C@H](C(=O)N)NC(=O)C2=NC3=CC=CC=C3C=C2,1,1
