PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,W460-Curve_Description,W460-Fit_LogAC50,W460-Fit_HillSlope,W460-Fit_R2,W460-Fit_InfiniteActivity,W460-Fit_ZeroActivity,W460-Fit_CurveClass,W460-Excluded_Points,W460-Max_Response,W460-Activity at 0.0004332835 uM,W460-Activity at 0.00130 uM,W460-Activity at 0.00388 uM,W460-Activity at 0.00491 uM,W460-Activity at 0.012 uM,W460-Activity at 0.035 uM,W460-Activity at 0.057 uM,W460-Activity at 0.105 uM,W460-Activity at 0.315 uM,W460-Activity at 0.650 uM,W460-Activity at 0.956 uM,W460-Activity at 2.842 uM,W460-Activity at 4.858 uM,W460-Activity at 8.495 uM,W460-Activity at 25.28 uM,W460-Activity at 36.32 uM,W460-Activity at 76.68 uM,W460-Activity at 182.0 uM,W460-Activity at 407.0 uM,W460-Activity at 910.0 uM,W460-Activity at 2034.7 uM,W460-Activity at 4832.4 uM,W460-Activity at 10805.3 uM,W460-Activity at 24160.5 uM,W460-Activity at 54023.0 uM,Ratio-Curve_Description,Ratio-Fit_LogAC50,Ratio-Fit_HillSlope,Ratio-Fit_R2,Ratio-Fit_InfiniteActivity,Ratio-Fit_ZeroActivity,Ratio-Fit_CurveClass,Ratio-Excluded_Points,Ratio-Max_Response,Ratio-Activity at 0.0004332835 uM,Ratio-Activity at 0.00130 uM,Ratio-Activity at 0.00388 uM,Ratio-Activity at 0.00490 uM,Ratio-Activity at 0.012 uM,Ratio-Activity at 0.035 uM,Ratio-Activity at 0.057 uM,Ratio-Activity at 0.105 uM,Ratio-Activity at 0.315 uM,Ratio-Activity at 0.650 uM,Ratio-Activity at 0.956 uM,Ratio-Activity at 2.842 uM,Ratio-Activity at 4.857 uM,Ratio-Activity at 8.495 uM,Ratio-Activity at 25.28 uM,Ratio-Activity at 36.32 uM,Ratio-Activity at 76.68 uM,Ratio-Activity at 182.0 uM,Ratio-Activity at 406.9 uM,Ratio-Activity at 909.9 uM,Ratio-Activity at 2034.6 uM,Ratio-Activity at 4832.0 uM,Ratio-Activity at 10804.6 uM,Ratio-Activity at 24159.8 uM,Ratio-Activity at 54023.0 uM,W530-Curve_Description,W530-Fit_LogAC50,W530-Fit_HillSlope,W530-Fit_R2,W530-Fit_InfiniteActivity,W530-Fit_ZeroActivity,W530-Fit_CurveClass,W530-Excluded_Points,W530-Max_Response,W530-Activity at 0.0004332835 uM,W530-Activity at 0.00130 uM,W530-Activity at 0.00388 uM,W530-Activity at 0.00490 uM,W530-Activity at 0.012 uM,W530-Activity at 0.035 uM,W530-Activity at 0.057 uM,W530-Activity at 0.105 uM,W530-Activity at 0.315 uM,W530-Activity at 0.650 uM,W530-Activity at 0.956 uM,W530-Activity at 2.842 uM,W530-Activity at 4.857 uM,W530-Activity at 8.495 uM,W530-Activity at 25.28 uM,W530-Activity at 36.32 uM,W530-Activity at 76.68 uM,W530-Activity at 182.0 uM,W530-Activity at 406.9 uM,W530-Activity at 909.9 uM,W530-Activity at 2034.6 uM,W530-Activity at 4832.0 uM,W530-Activity at 10804.6 uM,W530-Activity at 24159.8 uM,W530-Activity at 54023.0 uM,Compound QC
2785,26757823,6669,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)C(=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164404-01/21156131,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 1 0 0 0 1 0 0 0 1,38.7153,,6.6787,-9.4355,38.1402,31.6452,16.9081,-12.3301,-63.0825,15.3398,11.6425,21.5094,-61.8279,-29.7574,,-35.9927,-19.396,38.7153,,,,,,,,,,,,,,,4,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0,10.9904,,-11.2309,-17.5934,-4.2278,-8.2278,-2.8224,-2.6894,-17.4498,2.2016,1.5936,11.5835,7.1076,0.4548,,1.1573,0.2967,10.9904,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 1 0 0 1 0 0 0 1,13.2654,,12.9504,10.6413,28.2892,30.7089,13.7925,-4.8708,-21.1964,9.3543,6.2449,3.4345,-36.6144,-17.2766,,-21.0126,-10.0895,13.2654,,,,,,,,,QC'd by SigmaAldrich
2786,26757824,66347,CC(=O)N(CCN(C(=O)C)C(=O)C)C(=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164405-01/21156662,,Inactive,,,,,,,,,,4,0 0 0 1 0 0 0 0 0 0 1 0 0 0 0,-26.4723,,-6.6187,14.0354,-7.9148,18.8851,3.5818,7.6707,-4.6442,1.6435,-6.6004,-12.4334,10.2184,-28.3085,,-5.8326,-29.0967,-26.4723,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1 1 0 0,-8.7113,,4.9597,2.8921,3.6134,-1.7052,-1.6469,2.9981,-2.8481,5.4341,-3.4433,16.6488,6.7366,-13.3271,,19.1584,-4.4874,-8.7113,,,,,,,,,,,,,,,4,1 0 0 1 0 0 0 0 0 0 0 0 0 0 0,-13.4569,,-14.2203,0.4048,-11.0178,10.4497,-1.2798,-4.3764,-3.1164,-6.45,-6.2242,-23.6235,-4.1324,-12.9173,,-22.6834,-19.2466,-13.4569,,,,,,,,,QC'd by SigmaAldrich
2787,26757825,69661,C(CCCCCC(=O)O)CCCCCN,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164406-01/21156879,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 1 0 0 0,-14.1426,,-1.5687,-44.8371,-43.7762,-13.7073,-12.7256,-16.9633,9.9252,-0.769,10.2272,6.3057,3.3934,-19.3103,,3.5256,-24.7689,-14.1426,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0,11.1677,,-8.8703,-2.2582,-9.9338,-2.5931,3.442,2.0662,5.1928,-0.0971,8.4426,5.0115,20.7971,4.9193,,13.6639,5.6879,11.1677,,,,,,,,,,,,,,,4,,-15.5346,,5.4172,-23.7569,-16.6794,-2.5012,-9.2535,-12.1625,4.5391,1.6316,-0.821,-0.7072,-13.172,-16.0967,,-10.3891,-18.1395,-15.5346,,,,,,,,,QC'd by SigmaAldrich
2788,26757826,12713,CCCCC(CC)COC(=O)C(=C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164407-01/21156511,,Inactive,,,,,,,,,,4,,-29.4349,,4.3007,-47.1792,-25.4325,-9.075,-5.1906,-12.5257,-27.5026,6.9172,-1.7527,-41.2008,-13.7208,-19.9678,,44.5363,-34.9891,-29.4349,,,,,,,,,,,,,,,4,,10.0787,,1.7114,7.1422,2.2972,7.484,8.0177,16.1434,4.3535,14.2623,16.3055,13.29,14.4142,5.0084,,27.8317,19.3061,10.0787,,,,,,,,,,,,,,,4,,-25.5774,,-1.8985,-33.9282,-16.9177,-9.802,-10.3655,-22.1571,-18.8033,-7.4212,-15.524,-35.2605,-20.2999,-18.7194,,-2.492,-35.0993,-25.5774,,,,,,,,,QC'd by SigmaAldrich
2789,26757827,8906,CCCCCCCCCCCCOC(=O)C(=C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164408-01/21156756,,Inactive,,,,,,,,,,4,0 1 0 1 0 0 0 0 0 0 0 0 0 0 1,-2.7431,,-14.3397,20.0028,-0.1329,27.3302,-8.4625,6.3118,1.0017,-14.3759,10.9037,-8.8704,4.2791,-15.1145,,27.3916,11.7175,-2.7431,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 1 0 0 0 1 0 0 0,0.5298,,-17.1722,-7.8684,-6.3466,-5.5335,-11.1662,0.4226,-2.3511,-13.4037,-2.2001,-1.9306,7.7345,-9.6566,,9.5428,2.5462,0.5298,,,,,,,,,,,,,,,4,1 0 0 1 0 0 0 0 0 0 0 0 0 0 0,-6.2013,,-1.8306,12.4277,0.7743,18.171,-1.2028,-2.7584,-0.565,-1.2864,2.8762,-9.1674,-7.67,-8.1122,,1.2505,-0.3447,-6.2013,,,,,,,,,QC'd by SigmaAldrich
2790,26757828,20803,CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=CC=C5.[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164409-01/21156585,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0 0 1 0 0 0 0 0 0,15.3061,,-1.2446,-5.067,-4.6503,-10.126,-32.2967,-32.862,-18.7655,-25.3077,-43.1772,-22.6894,0.6639,-5.8089,,5.9392,18.1172,15.3061,,,,,,,,,,,,,,,4,,-4.535,,6.0264,8.5032,21.9627,3.5451,-3.5832,17.3473,-0.4253,1.9447,17.2475,5.236,14.6469,-8.3745,,20.3883,21.0345,-4.535,,,,,,,,,,,,,,,4,0 0 0 0 0 1 0 0 1 0 0 0 0 0 0,11.5301,,-8.2891,-10.3051,-17.2272,-7.4545,-17.4816,-30.7503,-9.9804,-15.0919,-35.8064,-18.3739,-11.1254,0.3153,,-13.9063,-6.4146,11.5301,,,,,,,,,QC'd by SigmaAldrich
2791,26757830,135442967,C1=CC(=CC=C1N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)S(=O)(=O)CCOS(=O)(=O)[O-])N)O)S(=O)(=O)CCOS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164411-01/21156082,,Inactive,,,,,,,,,,4,,3.2338,,-14.0024,-22.4182,-9.7331,-4.4509,0.2187,-1.4101,-2.8788,-16.704,-4.1172,-4.3897,-13.8491,-14.5371,,-11.3683,-20.4671,3.2338,,,,,,,,,,,,,,,4,,-6.1982,,-12.2962,-12.6745,-14.7605,-4.8264,2.4186,-0.6066,2.9101,-3.978,-7.124,-7.5452,-5.1149,-11.0608,,-7.4505,-6.8967,-6.1982,,,,,,,,,,,,,,,4,,-4.5267,,-12.5125,-15.7303,-5.084,-8.5036,-13.204,-13.1604,-13.8022,-16.9027,-8.6619,-9.2236,-16.0306,-13.4697,,-14.6047,-19.9185,-4.5267,,,,,,,,,QC'd by SigmaAldrich
2792,26757832,34706,C1=CC(=CC=C1OC(C(=O)O)OC2=CC=C(C=C2)Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164413-01/21156136,,Inactive,,,,,,,,,,4,,-36.9998,,-20.666,-32.636,12.1176,-1.0778,6.0683,13.2341,-0.6566,33.4813,2.9688,-46.2367,-59.1253,35.1765,,8.9508,-14.8236,-36.9998,,,,,,,,,,,,,,,4,,-5.0736,,-14.6216,-1.3213,-5.3612,-5.8228,-2.3093,6.3311,-6.6009,2.8889,-10.4656,-1.0429,-8.794,6.0335,,9.7436,3.1936,-5.0736,,,,,,,,,,,,,,,4,,-37.0865,,-22.8998,-37.7156,-8.7464,-14.2767,-15.4996,-20.8919,-13.5581,-4.7078,-11.0285,-45.5826,-47.0834,-10.1753,,-25.857,-31.4327,-37.0865,,,,,,,,,QC'd by SigmaAldrich
2793,26757834,31225,CCC(=O)OCCC1=CC=CC=C1,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164415-01/21156063,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0 0 1 1 0 0 0 0 0,-6.3907,,76.62,25.6335,48.471,34.6038,12.876,0.6676,10.5151,17.4229,78.7826,-2.5637,51.3254,49.8255,,6.8635,0.6408,-6.3907,,,,,,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 1 0 0 0 1,-6.7012,,-1.4435,-11.6955,6.0224,2.1103,-7.4495,-8.1315,-10.5105,-1.6794,10.1341,3.4293,15.0615,2.4388,,3.6674,-7.3698,-6.7012,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 1 1 0 0 0 0 0,-5.4471,,35.6034,17.1306,16.7916,13.5564,6.4109,-1.7468,9.735,5.7539,28.1333,-11.5987,9.6548,17.0294,,-7.4904,-1.9181,-5.4471,,,,,,,,,QC'd by SigmaAldrich
2794,26757835,91497,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164416-01/21155825,,Inactive,,,,,,,,,,4,,-9.5909,,-20.517,21.6374,46.9289,39.118,-39.7239,-19.4697,9.9827,27.6153,33.7465,38.2671,21.1537,-36.1847,,-12.5101,-6.3156,-9.5909,,,,,,,,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 0 0 0 0 1,0.269,,-4.3724,-10.6878,3.7459,-0.3201,-25.6937,3.7459,-2.8372,-4.576,11.6561,9.0618,1.6854,-4.3868,,3.1205,9.8392,0.269,,,,,,,,,,,,,,,4,1 0 1 0 0 0 0 0 0 0 0 0 0 0 0,-15.8631,,-20.8874,9.8464,13.6864,14.4374,-13.9844,-25.0664,-0.407,9.9688,-1.9848,2.2848,-0.5665,-29.6242,,-21.5257,-21.1336,-15.8631,,,,,,,,,QC'd by SigmaAldrich
2795,26757837,24752,CCCCOCC(C)OCC(C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164418-01/21156658,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 0 1 0 0 0 0 0 0 1,0.2126,,54.2043,38.815,-0.5323,54.9904,30.2986,47.7754,57.1762,19.3201,25.9551,42.465,14.6278,5.6533,,-12.0773,5.3577,0.2126,,,,,,,,,,,,,,,4,,-10.2286,,9.2703,-2.7181,-8.4917,5.6401,6.2673,8.4314,4.5936,0.7164,-3.3718,17.5683,7.0924,8.0251,,0.1505,5.8134,-10.2286,,,,,,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 0 0 0 1,4.5554,,16.6414,19.6349,3.4178,25.2787,8.7029,13.9662,27.3764,8.1226,13.4465,6.0221,-0.5506,-7.9678,,-12.2061,-5.0683,4.5554,,,,,,,,,QC'd by SigmaAldrich
2796,26757838,6490,CC(C)C(C(C)(C)COC(=O)C(C)C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164419-01/21156367,,Inactive,,,,,,,,,,4,,-23.2437,,-16.2314,-16.734,-15.9347,-17.0361,-21.8346,-24.2744,-11.7597,-19.3501,1.3871,-18.3721,-26.3646,-20.9287,,13.2584,-44.8966,-23.2437,,,,,,,,,,,,,,,4,0 1 1 0 0 0 0 0 0 0 0 0 0 0 1,-5.0272,,-1.1888,6.4119,8.6094,-8.2622,2.4148,-4.7897,-12.7941,-4.5216,4.3211,-5.4554,-11.6543,-17.4051,,13.0156,16.6933,-5.0272,,,,,,,,,,,,,,,4,,-13.1898,,-13.8835,-13.939,-13.9235,-6.6725,-17.1716,-15.0645,-0.772,-10.1242,-6.6491,-11.5464,-11.2889,-6.2026,,-7.1794,-35.3592,-13.1898,,,,,,,,,QC'd by SigmaAldrich
2797,26757841,23287279,C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].O.O.O.O.[Na+].[Na+].[Na+].[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164422-01/21156779,,Inactive,,,,,,,,,,4,,5.4508,,24.837,-2.0481,-4.713,47.8873,6.5525,8.3629,-5.96,16.122,30.5301,5.043,-20.1663,-6.2012,,-15.0471,24.9671,5.4508,,,,,,,,,,,,,,,4,,2.6615,,-0.0969,2.633,-10.5141,2.387,-9.1059,7.9474,6.7468,0.5553,13.2798,5.6484,3.8521,-10.5814,,-2.546,2.0357,2.6615,,,,,,,,,,,,,,,4,,-7.5849,,3.1808,-12.2052,-4.3592,19.0273,0.9756,-10.6155,-15.8586,1.2137,-1.5429,-11.017,-23.059,-7.1776,,-17.796,3.088,-7.5849,,,,,,,,,QC'd by SigmaAldrich
2798,26757842,16700,CCCCCCCCCCCCOS(=O)(=O)[O-].[NH4+],Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164423-01/21157022,,Inactive,,,,,,,,,,4,0 0 1 0 0 1 0 0 0 0 0 0 0 0 0,-29.0828,,-6.2308,7.5764,-24.3159,-11.1237,-31.7866,0.4552,-29.7126,-13.5687,-37.7127,-21.7497,-34.8959,-27.2808,,-37.4832,-26.6814,-29.0828,,,,,,,,,,,,,,,4,,-2.1966,,-13.6589,-2.546,-6.5404,-3.7052,-10.9562,3.3057,-15.5282,3.9004,-2.8481,6.2714,-2.8481,-4.0457,,-3.4954,-17.6022,-2.1966,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0,-13.3559,,7.4022,7.59,-7.0151,0.4079,-9.0111,-2.2453,-1.8954,-7.3728,-18.5948,-15.9781,-16.4874,-12.935,,-19.1703,-1.338,-13.3559,,,,,,,,,QC'd by SigmaAldrich
2799,26757845,29194,C(C(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].O.[Na+].[Na+].[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164426-01/21156362,,Inactive,,,,,,,,,,4,,-11.5674,,-34.4818,-13.5841,-32.4183,-8.0567,-29.4502,-36.0682,29.8239,-22.9872,-15.9998,-16.1483,-14.7498,-11.0907,,-21.4889,-41.1723,-11.5674,,,,,,,,,,,,,,,4,,-2.5038,,-18.1957,-18.8889,-12.0964,-14.3382,-9.487,-12.0964,-2.3283,-15.751,-6.4572,14.4435,-4.759,-17.2535,,-1.8629,-2.8253,-2.5038,,,,,,,,,,,,,,,4,,-20.1389,,-23.6534,-7.7265,-24.6413,-5.2075,-25.6899,-28.6371,6.7993,-14.505,-19.9502,-35.0696,-20.2801,-8.8294,,-28.2672,-38.1381,-20.1389,,,,,,,,,QC'd by SigmaAldrich
2800,26757846,6529,CC1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C)OC3=CC=C(C=C3)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164427-01/21155674,,Inactive,,,,,,,,,,4,0 0 0 1 0 0 0 0 0 0 0 0 1 0 1,-0.2316,,-12.8463,-5.1036,20.0704,42.3623,-6.9068,2.3288,15.6226,14.9379,19.1621,14.3005,2.2989,10.4718,,35.1529,11.4168,-0.2316,,,,,,,,,,,,,,,4,,3.6387,,-5.5023,0.5182,4.2551,-10.7559,11.9151,9.4859,12.5105,-0.9785,-0.4106,10.9943,12.1588,-4.2939,,3.9265,5.9701,3.6387,,,,,,,,,,,,,,,4,,-3.9168,,-7.2527,-4.9652,7.7847,36.3875,-13.2146,-7.5079,0.2392,9.2719,9.4704,-1.8071,-8.2403,5.7671,,13.155,0.0753,-3.9168,,,,,,,,,QC'd by SigmaAldrich
2801,26757847,61460,O.O.O.O.O.O.O.O[As](=O)([O-])[O-].[Na+].[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164428-01/21155712,,Inactive,,,,,,,,,,4,,3.9023,,-35.1556,-6.5073,18.6105,-19.3025,-44.04,-23.5863,-13.9315,1.5818,40.2901,-18.6491,27.7891,-36.8279,,6.9379,-8.4324,3.9023,,,,,,,,,,,,,,,4,,-13.2448,,-23.5821,-15.4776,-1.335,-12.0163,-21.1797,-17.335,-17.4671,-0.763,-1.4806,-7.0118,-4.6498,-25.0531,,-7.1064,-9.9554,-13.2448,,,,,,,,,,,,,,,4,,-5.4725,,-22.4195,-10.0494,-5.2633,-17.6596,-28.1778,-19.4639,-10.2469,-14.8418,4.8579,-23.7208,0.8375,-21.9321,,-11.0323,-15.6027,-5.4725,,,,,,,,,QC'd by SigmaAldrich
2802,26757849,656678,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.O.OS(=O)(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164430-01/21156200,,Inactive,,,,,,,,,,4,0 1 0 0 1 0 0 0 0 0 0 0 0 0 1,1.4416,,4.6226,29.3947,-19.5815,-24.8265,50.7806,3.1977,-21.8583,-7.9946,-10.0477,11.3586,-4.5871,-28.5593,,0.9386,34.4584,1.4416,,,,,,,,,,,,,,,4,,10.0225,,16.6809,14.1143,11.4557,3.17,1.6659,12.3788,-2.7806,9.2471,15.5628,12.2104,0.7209,14.5096,,24.789,3.259,10.0225,,,,,,,,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 0 0 0 0 1,-15.9429,,-20.5872,-5.1485,-27.3646,-24.705,16.8379,-18.1296,-19.4665,-19.0952,-25.9508,-13.1749,-13.6065,-35.9254,,-26.557,5.6499,-15.9429,,,,,,,,,QC'd by SigmaAldrich
2803,26757850,17100,CC1=CCC(CC1)C(C)(C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164431-01/21155988,,Inactive,,,,,,,,,,4,,-25.385,,-4.7303,-14.1078,-44.2667,-28.7689,-16.69,-9.5766,-34.2257,13.6269,7.4442,-15.855,-15.3094,-38.2165,,-29.4101,-24.7407,-25.385,,,,,,,,,,,,,,,4,,-18.3998,,-18.9094,-11.7385,-6.0039,-0.5533,-6.2968,-9.6962,-18.6645,-4.1625,-10.1605,-11.9855,8.3613,-16.1752,,-11.5214,-16.8437,-18.3998,,,,,,,,,,,,,,,4,,1.3161,,12.6749,2.2634,-19.2868,-12.6018,-3.2157,2.401,-2.9287,14.1949,14.2397,0.716,-12.3018,-10.5041,,-8.6876,-0.9396,1.3161,,,,,,,,,QC'd by SigmaAldrich
2804,26757852,12329,COC(=O)CCCCC(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164433-01/21156418,,Inactive,,,,,,,,,,4,,-6.7051,,12.4675,-5.3233,0.7693,13.3458,-17.0697,21.6097,0.7069,31.3855,21.0952,-17.8999,69.5905,9.0066,,0.8326,-5.2179,-6.7051,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 1 0 0 0 1,-15.7846,,-15.0217,-12.055,-24.1665,-19.1555,-12.9196,-7.2434,-7.1654,-5.0924,-7.5008,-11.9875,16.9905,-3.9168,,-8.6017,0.2168,-15.7846,,,,,,,,,,,,,,,4,0 1 0 0 0 0 0 0 0 1 0 0 0 0 1,-4.4104,,4.673,-6.8625,8.1348,13.8067,-13.7513,4.2498,-5.214,11.0388,5.3471,-15.5671,12.9497,-6.1916,,-7.4294,-15.7872,-4.4104,,,,,,,,,QC'd by SigmaAldrich
2805,26757853,657302,C1=CC=C(C=C1)C2(C(=O)[N-]C(=O)N2)C3=CC=CC=C3.[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164434-01/21156736,,Inactive,,,,,,,,,,4,,-26.6017,,-12.6313,-5.139,-10.7994,18.6505,-41.1527,5.3441,-10.8323,-16.1744,-31.9722,-9.8919,-0.2529,34.1058,,-18.143,-5.5285,-26.6017,,,,,,,,,,,,,,,4,,6.6053,,-5.2071,2.7005,7.6226,-5.6301,-11.5135,5.4688,-5.5585,7.2498,-12.4278,2.4363,4.295,-3.4368,,6.1489,10.3464,6.6053,,,,,,,,,,,,,,,4,,-18.6589,,-6.3,-5.8187,-10.6939,15.8759,-16.7199,-3.5598,-1.4103,-12.549,-10.7806,-8.7733,-4.0993,17.8029,,-16.1694,-10.6956,-18.6589,,,,,,,,,QC'd by SigmaAldrich
2806,26757854,9912,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CN(C)CCO)O.C1=CC(=CN=C1)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164435-01/21157054,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 1 0 0 0 1 0 0 0,17.895,,-22.7812,3.791,-47.869,-12.6592,-29.6296,9.9708,-26.3991,48.2327,-17.4423,21.5879,-43.8085,23.4551,,-20.2139,27.0827,17.895,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 1 0 0 1 0,12.1263,,-1.931,1.0937,1.4684,-1.9602,-9.7389,4.5453,-9.7363,20.4745,15.9207,23.569,-1.2537,12.7378,,15.915,28.288,12.1263,,,,,,,,,,,,,,,4,,-4.4267,,-17.5405,-3.5764,-31.8882,-6.9563,-13.0662,-4.3712,-8.7706,5.6526,-26.2848,-11.6767,-28.4225,-4.2363,,-29.1694,-11.6915,-4.4267,,,,,,,,,QC'd by SigmaAldrich
2807,26757856,76302,C1=CC(=CC=C1C(C2=CC=C(C=C2)O)C(Cl)(Cl)Cl)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164437-01/21156805,,Inactive,,,,,,,,,,4,,52.1323,,9.5754,14.0198,-0.734,21.0713,44.4703,14.1794,70.3695,39.892,65.9493,9.1303,34.275,-0.9714,,19.7638,44.0565,52.1323,,,,,,,,,,,,,,,4,0 0 0 0 0 1 0 0 0 0 0 0 0 1 0,-14.3704,,18.1178,-12.227,-4.887,0.1899,-17.6179,7.4206,-7.5047,-12.5709,-12.7863,2.1396,-8.8517,-0.8281,,-8.5156,12.8128,-14.3704,,,,,,,,,,,,,,,4,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0,32.6479,,-14.3283,7.6682,-5.1122,5.0309,31.2211,-5.6865,40.1992,25.1736,39.5326,-5.3209,17.3875,-9.8541,,6.7241,7.1208,32.6479,,,,,,,,,QC'd by SigmaAldrich
2808,26757857,20392,COC(=O)C1=CC=CC=C1C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-trb-antagonist-p1/NCGC00164438-01/21156933,,Inactive,,,,,,,,,,4,0 0 0 0 0 1 0 0 0 0 0 0 0 1 0,24.8414,,-14.5001,-14.9105,19.6039,30.0017,20.3871,49.0614,38.8832,7.4992,11.4192,31.1637,-2.9288,10.0235,,24.456,-35.1495,24.8414,,,,,,,,,,,,,,,4,,-12.2016,,-8.4151,-9.0338,-16.7819,-11.4412,-3.0097,-7.8588,-7.7418,-11.8409,2.6183,-0.3523,13.7956,-0.0246,,-17.3395,0.2168,-12.2016,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0 1 0 1,20.4971,,-8.1936,-6.2902,22.982,26.316,10.1157,28.594,28.076,11.3787,0.0183,13.2177,-14.5841,-0.2717,,22.7038,-24.7882,20.4971,,,,,,,,,QC'd by SigmaAldrich
